policy_id,customer_id,product_type,campaign_flag,sales_channel,customer_tenure_days,payment_type,premium_amount,annual_premium_equivalent,cancellation_category,high_value_customer
353,17992,Auto,0,Telefone,901,Anual,1179.52,1179.52,Concorrência,0
354,14780,Vida,0,Balcão,21,Único,5722.84,5722.84,Concorrência,1
355,12368,Vida,1,Online,150,Único,10814.15,10814.15,Administrativo,1
356,16655,Vida,1,Balcão,775,Único,3027.88,3027.88,Concorrência,1
357,18173,Vida,0,Telefone,564,Mensal,105.85,1270.21,Mudança de vida,1
358,14495,Vida,0,Online,26,Mensal,125.2,1502.34,Concorrência,1
359,19163,Auto,0,Telefone,72,Anual,1289.62,1289.62,Concorrência,1
360,16002,Vida,0,Balcão,262,Único,8914.34,8914.34,Pressão,1
361,16614,Saúde,1,Online,474,Mensal,143.54,1722.48,Administrativo,1
362,19358,Vida,0,Balcão,385,Mensal,58.99,707.9,Pressão,0
363,15919,Auto,1,Online,813,Mensal,22.49,269.9,Mudança de vida,0
364,10853,Auto,1,Balcão,990,Anual,913.9,913.9,Concorrência,0
365,14146,Saúde,0,Online,529,Mensal,24.29,291.5,Concorrência,0
366,13769,Auto,1,Online,846,Mensal,144.01,1728.14,Mudança de vida,1
367,10574,Vida,0,Online,99,Mensal,47.29,567.47,Concorrência,0
368,11148,Auto,0,Balcão,729,Mensal,122.56,1470.73,Insatisfação,1
369,16293,Vida,1,Online,813,Anual,1448.33,1448.33,Mudança de vida,1
370,16457,Auto,1,Balcão,805,Mensal,48.3,579.66,Concorrência,0
371,17509,Vida,1,Balcão,639,Anual,1209.11,1209.11,Insatisfação,1
372,19907,Saúde,0,Balcão,870,Anual,315.0,315.0,Insatisfação,0
373,14777,Auto,0,Balcão,184,Anual,994.38,994.38,Insatisfação,0
374,13854,Vida,1,Balcão,85,Mensal,21.9,262.85,Falta de necessidade,0
375,12491,Vida,0,Online,622,Único,15222.69,15222.69,Mudança de vida,1
376,13124,Vida,0,Balcão,935,Mensal,146.89,1762.69,Pressão,1
377,15691,Vida,0,Balcão,672,Único,3461.26,3461.26,Insatisfação,1
378,13051,Saúde,1,Telefone,409,Único,4452.26,4452.26,Administrativo,1
379,10004,Vida,0,Balcão,791,Mensal,117.98,1415.8,Pressão,1
380,15222,Vida,1,Online,979,Mensal,52.94,635.27,Concorrência,0
381,15315,Vida,1,Online,80,Mensal,136.36,1636.32,Falta de necessidade,1
382,14869,Auto,0,Telefone,189,Mensal,94.61,1135.33,Mudança de vida,0
383,10876,Vida,0,Online,133,Mensal,65.6,787.21,Mudança de vida,0
384,19183,Vida,0,Online,390,Mensal,128.25,1539.0,Mudança de vida,1
385,17027,Vida,1,Telefone,302,Mensal,84.14,1009.71,Concorrência,0
386,14142,Saúde,0,Balcão,806,Mensal,138.51,1662.15,Pressão,1
387,16966,Auto,0,Telefone,204,Mensal,140.64,1687.7,Concorrência,1
388,17079,Vida,0,Balcão,920,Mensal,41.5,498.06,Insatisfação,0
389,17987,Vida,1,Telefone,237,Mensal,20.3,243.62,Concorrência,0
390,16799,Auto,0,Balcão,440,Mensal,147.91,1774.93,Pressão,1
391,14465,Auto,1,Online,951,Mensal,137.8,1653.57,Concorrência,1
392,10635,Vida,1,Balcão,445,Mensal,27.21,326.49,Concorrência,0
393,11693,Auto,0,Online,796,Anual,1539.53,1539.53,Administrativo,1
394,19874,Auto,1,Balcão,470,Mensal,79.51,954.18,Concorrência,0
395,14752,Vida,0,Telefone,627,Mensal,53.67,643.98,Concorrência,0
396,18311,Auto,1,Telefone,30,Mensal,134.24,1610.84,Pressão,1
397,10830,Auto,1,Balcão,73,Anual,546.8,546.8,Pressão,0
398,15177,Saúde,1,Telefone,174,Anual,1717.79,1717.79,Mudança de vida,1
399,19561,Vida,0,Online,36,Anual,560.77,560.77,Mudança de vida,0
400,18932,Vida,0,Online,320,Anual,1197.35,1197.35,Concorrência,0
401,18308,Auto,0,Balcão,294,Mensal,49.0,588.01,Pressão,0
402,15949,Auto,0,Balcão,669,Mensal,90.94,1091.24,Pressão,0
403,12838,Saúde,0,Balcão,290,Mensal,108.92,1307.0,Concorrência,1
404,11150,Saúde,0,Balcão,847,Único,2618.16,2618.16,Pressão,1
405,17560,Saúde,0,Telefone,840,Anual,1052.58,1052.58,Mudança de vida,0
406,11931,Saúde,0,Balcão,173,Anual,971.73,971.73,Pressão,0
407,19204,Vida,1,Telefone,907,Mensal,29.23,350.82,Concorrência,0
408,11664,Vida,0,Balcão,927,Anual,1516.56,1516.56,Insatisfação,1
409,11081,Auto,0,Online,233,Mensal,63.64,763.66,Mudança de vida,0
410,10512,Vida,0,Online,793,Mensal,94.7,1136.35,Concorrência,0
411,17805,Auto,0,Telefone,155,Mensal,86.92,1043.06,Administrativo,0
412,15237,Vida,1,Balcão,974,Mensal,86.72,1040.69,Concorrência,0
413,10559,Vida,0,Balcão,959,Mensal,33.94,407.27,Concorrência,0
414,13672,Vida,1,Balcão,877,Anual,900.63,900.63,Concorrência,0
415,17404,Saúde,1,Balcão,39,Mensal,78.81,945.69,Pressão,0
416,13343,Auto,1,Balcão,54,Mensal,115.37,1384.48,Pressão,1
417,14070,Vida,1,Balcão,796,Mensal,129.2,1550.43,Pressão,1
418,19662,Auto,1,Balcão,480,Mensal,90.85,1090.17,Pressão,0
419,10580,Saúde,1,Online,43,Anual,375.38,375.38,Falta de necessidade,0
420,17004,Auto,1,Balcão,662,Anual,609.49,609.49,Concorrência,0
421,18130,Vida,0,Balcão,436,Anual,497.3,497.3,Insatisfação,0
422,13147,Auto,1,Balcão,839,Anual,434.4,434.4,Pressão,0
423,14249,Auto,0,Online,895,Anual,810.8,810.8,Concorrência,0
424,11679,Vida,1,Telefone,230,Mensal,49.82,597.85,Administrativo,0
425,13506,Vida,0,Online,877,Anual,580.55,580.55,Concorrência,0
426,17253,Auto,0,Online,543,Mensal,27.11,325.32,Administrativo,0
427,12744,Auto,0,Balcão,701,Mensal,22.3,267.57,Concorrência,0
428,19435,Vida,0,Online,957,Mensal,33.36,400.32,Administrativo,0
429,15188,Auto,0,Balcão,376,Anual,508.63,508.63,Concorrência,0
430,12141,Auto,0,Balcão,941,Anual,912.33,912.33,Concorrência,0
431,16617,Auto,0,Online,850,Mensal,86.37,1036.41,Mudança de vida,0
432,12479,Auto,0,Telefone,752,Anual,459.32,459.32,Mudança de vida,0
433,16484,Auto,1,Balcão,924,Único,9022.43,9022.43,Insatisfação,1
434,19827,Saúde,0,Online,559,Mensal,64.43,773.13,Mudança de vida,0
435,17421,Vida,0,Online,591,Mensal,43.85,526.14,Administrativo,0
436,19949,Vida,1,Balcão,125,Anual,250.67,250.67,Pressão,0
437,14452,Auto,0,Balcão,248,Mensal,80.71,968.55,Concorrência,0
438,15881,Auto,0,Balcão,344,Anual,1309.62,1309.62,Pressão,1
439,16665,Vida,1,Balcão,450,Mensal,49.42,592.99,Pressão,0
440,12849,Auto,1,Balcão,157,Mensal,37.13,445.62,Concorrência,0
441,17390,Auto,0,Balcão,18,Anual,1623.79,1623.79,Pressão,1
442,16905,Saúde,0,Balcão,297,Anual,669.04,669.04,Pressão,0
443,12489,Saúde,1,Online,397,Anual,588.84,588.84,Mudança de vida,0
444,19823,Saúde,1,Online,59,Anual,1577.07,1577.07,Falta de necessidade,1
445,19207,Vida,0,Telefone,859,Anual,1514.69,1514.69,Mudança de vida,1
446,19540,Vida,1,Balcão,526,Anual,939.42,939.42,Insatisfação,0
447,14611,Vida,0,Online,925,Mensal,83.6,1003.21,Concorrência,0
448,12839,Vida,0,Telefone,864,Mensal,48.31,579.69,Administrativo,0
449,18527,Saúde,0,Online,647,Mensal,30.18,362.15,Administrativo,0
450,15878,Saúde,1,Balcão,596,Anual,1134.55,1134.55,Insatisfação,0
451,19087,Vida,0,Online,686,Mensal,32.78,393.42,Mudança de vida,0
452,16303,Auto,1,Balcão,287,Mensal,78.41,940.87,Concorrência,0
453,10851,Vida,0,Balcão,963,Mensal,142.26,1707.18,Pressão,1
454,11687,Auto,0,Online,845,Anual,1726.42,1726.42,Concorrência,1
455,16833,Auto,0,Online,998,Anual,613.36,613.36,Concorrência,0
456,12427,Vida,1,Balcão,309,Mensal,101.13,1213.62,Concorrência,1
457,19760,Saúde,0,Telefone,811,Anual,979.56,979.56,Concorrência,0
458,14000,Vida,0,Online,598,Mensal,133.84,1606.07,Mudança de vida,1
459,15052,Saúde,1,Balcão,819,Mensal,55.29,663.43,Insatisfação,0
460,12738,Saúde,0,Telefone,658,Anual,245.78,245.78,Concorrência,0
461,15732,Vida,1,Balcão,627,Mensal,41.13,493.6,Pressão,0
462,15387,Saúde,0,Telefone,616,Único,3319.54,3319.54,Concorrência,1
463,18002,Vida,1,Online,144,Mensal,61.04,732.52,Administrativo,0
464,15536,Vida,0,Balcão,589,Mensal,122.88,1474.53,Concorrência,1
465,13913,Saúde,1,Online,156,Único,3997.18,3997.18,Concorrência,1
466,11066,Vida,0,Online,499,Mensal,58.94,707.31,Mudança de vida,0
467,17723,Saúde,0,Online,487,Único,3856.07,3856.07,Mudança de vida,1
468,14380,Saúde,0,Telefone,168,Único,3280.31,3280.31,Administrativo,1
469,14107,Auto,0,Online,393,Mensal,136.76,1641.11,Administrativo,1
470,15726,Vida,0,Online,172,Mensal,141.61,1699.26,Mudança de vida,1
471,13373,Saúde,1,Telefone,450,Mensal,147.37,1768.49,Mudança de vida,1
472,18945,Saúde,0,Online,862,Mensal,132.91,1594.94,Administrativo,1
473,12082,Vida,1,Balcão,198,Mensal,42.61,511.38,Pressão,0
474,18967,Auto,1,Telefone,424,Mensal,26.01,312.07,Mudança de vida,0
475,16748,Auto,1,Balcão,348,Mensal,95.35,1144.17,Pressão,0
476,19817,Saúde,0,Online,616,Mensal,138.64,1663.66,Mudança de vida,1
477,10417,Auto,0,Telefone,190,Único,3165.88,3165.88,Concorrência,1
478,18306,Auto,1,Online,297,Anual,250.99,250.99,Administrativo,0
479,18808,Auto,1,Online,843,Anual,1496.57,1496.57,Mudança de vida,1
480,13974,Auto,0,Online,196,Mensal,29.98,359.8,Mudança de vida,0
481,13267,Auto,0,Balcão,893,Anual,885.38,885.38,Pressão,0
482,10825,Vida,0,Telefone,147,Mensal,108.26,1299.06,Concorrência,1
483,17668,Vida,1,Balcão,139,Anual,609.4,609.4,Pressão,0
484,15745,Saúde,0,Balcão,203,Único,2275.05,2275.05,Insatisfação,1
485,19708,Vida,0,Balcão,325,Mensal,120.1,1441.23,Concorrência,1
486,10412,Saúde,1,Online,993,Anual,1223.07,1223.07,Mudança de vida,1
487,17543,Vida,0,Online,794,Anual,1782.05,1782.05,Mudança de vida,1
488,17587,Vida,0,Telefone,873,Único,7526.54,7526.54,Mudança de vida,1
489,10728,Auto,1,Balcão,153,Anual,336.35,336.35,Insatisfação,0
490,17164,Auto,1,Balcão,25,Mensal,115.47,1385.59,Falta de necessidade,1
491,18867,Vida,0,Balcão,311,Mensal,87.83,1053.9,Pressão,0
492,15988,Saúde,0,Balcão,432,Mensal,47.72,572.6,Concorrência,0
493,12504,Auto,0,Online,254,Anual,1459.5,1459.5,Mudança de vida,1
494,12967,Vida,0,Balcão,936,Mensal,46.49,557.86,Concorrência,0
495,12786,Auto,1,Balcão,116,Anual,646.63,646.63,Insatisfação,0
496,11122,Vida,0,Balcão,97,Mensal,32.03,384.34,Insatisfação,0
497,14079,Vida,0,Balcão,138,Mensal,71.93,863.11,Insatisfação,0
498,11571,Auto,0,Balcão,916,Mensal,74.46,893.53,Insatisfação,0
499,15073,Vida,0,Balcão,896,Anual,1042.72,1042.72,Concorrência,0
500,15104,Saúde,0,Online,350,Mensal,112.17,1345.98,Administrativo,1
501,12143,Auto,1,Telefone,13,Mensal,137.79,1653.52,Pressão,1
502,19879,Vida,0,Online,336,Mensal,37.91,454.87,Mudança de vida,0
503,16806,Saúde,1,Telefone,419,Mensal,27.07,324.78,Mudança de vida,0
504,17357,Auto,1,Balcão,888,Mensal,22.41,268.91,Concorrência,0
505,13440,Vida,0,Online,315,Anual,464.05,464.05,Concorrência,0
506,13766,Auto,0,Telefone,917,Mensal,105.53,1266.4,Concorrência,1
507,15644,Saúde,0,Balcão,616,Mensal,114.57,1374.86,Insatisfação,1
508,12914,Saúde,0,Telefone,730,Anual,1466.95,1466.95,Administrativo,1
509,14968,Saúde,0,Balcão,234,Único,5852.96,5852.96,Insatisfação,1
510,15917,Vida,0,Balcão,980,Anual,717.2,717.2,Concorrência,0
511,18787,Auto,0,Balcão,357,Mensal,82.81,993.69,Concorrência,0
512,10728,Auto,1,Online,330,Anual,338.57,338.57,Mudança de vida,0
513,11365,Saúde,0,Online,568,Único,6179.76,6179.76,Mudança de vida,1
514,14492,Auto,1,Online,997,Anual,1774.63,1774.63,Administrativo,1
515,10698,Saúde,0,Balcão,190,Mensal,66.9,802.86,Pressão,0
516,17186,Saúde,1,Balcão,627,Mensal,117.87,1414.44,Concorrência,1
517,10395,Saúde,0,Balcão,720,Anual,1020.05,1020.05,Pressão,0
518,17400,Saúde,0,Balcão,395,Mensal,36.62,439.39,Pressão,0
519,18082,Saúde,1,Telefone,627,Mensal,95.69,1148.29,Administrativo,0
520,14171,Auto,0,Balcão,801,Anual,707.8,707.8,Insatisfação,0
521,14360,Saúde,0,Telefone,781,Anual,293.67,293.67,Mudança de vida,0
522,12502,Vida,1,Telefone,117,Mensal,102.54,1230.49,Administrativo,1
523,10717,Vida,0,Balcão,540,Anual,1579.93,1579.93,Insatisfação,1
524,12782,Saúde,0,Online,419,Mensal,64.82,777.84,Concorrência,0
525,14946,Auto,1,Balcão,980,Mensal,70.74,848.86,Pressão,0
526,15486,Saúde,1,Balcão,305,Anual,1629.99,1629.99,Concorrência,1
527,18335,Saúde,1,Balcão,827,Mensal,125.77,1509.23,Concorrência,1
528,14980,Saúde,0,Online,180,Mensal,112.94,1355.33,Mudança de vida,1
529,17266,Saúde,1,Balcão,340,Único,2803.57,2803.57,Concorrência,1
530,14491,Vida,0,Online,502,Mensal,138.33,1659.94,Administrativo,1
531,17192,Saúde,1,Online,204,Mensal,40.07,480.89,Concorrência,0
532,15588,Auto,1,Balcão,21,Único,10886.03,10886.03,Falta de necessidade,1
533,17651,Auto,1,Online,204,Anual,284.93,284.93,Mudança de vida,0
534,13636,Saúde,1,Online,499,Anual,1244.2,1244.2,Mudança de vida,1
535,11167,Vida,0,Balcão,804,Anual,672.35,672.35,Concorrência,0
536,11062,Vida,1,Balcão,890,Mensal,78.46,941.5,Concorrência,0
537,12156,Vida,1,Online,191,Anual,778.61,778.61,Concorrência,0
538,17860,Saúde,0,Balcão,971,Mensal,42.46,509.5,Insatisfação,0
539,15161,Vida,1,Online,826,Anual,1210.29,1210.29,Mudança de vida,1
540,15305,Saúde,0,Balcão,665,Mensal,134.66,1615.88,Pressão,1
541,16541,Saúde,1,Balcão,907,Anual,1736.17,1736.17,Insatisfação,1
542,14729,Vida,1,Balcão,325,Mensal,45.01,540.06,Pressão,0
543,19348,Saúde,1,Balcão,703,Mensal,113.26,1359.1,Insatisfação,1
544,17330,Vida,0,Online,39,Anual,1276.37,1276.37,Mudança de vida,1
545,15334,Saúde,0,Balcão,605,Anual,775.67,775.67,Concorrência,0
546,18924,Vida,0,Online,687,Anual,269.79,269.79,Mudança de vida,0
547,14330,Auto,1,Telefone,805,Mensal,109.67,1316.07,Concorrência,1
548,18010,Vida,0,Online,802,Mensal,142.91,1714.97,Concorrência,1
549,16801,Auto,0,Online,105,Anual,1226.11,1226.11,Mudança de vida,1
550,14846,Saúde,1,Balcão,390,Anual,919.06,919.06,Pressão,0
551,16731,Auto,0,Balcão,787,Anual,1059.24,1059.24,Pressão,0
552,17241,Saúde,1,Online,453,Único,5151.45,5151.45,Administrativo,1
553,10953,Auto,1,Balcão,307,Anual,1410.85,1410.85,Pressão,1
554,12539,Auto,1,Online,817,Mensal,117.03,1404.41,Administrativo,1
555,17056,Saúde,0,Balcão,746,Anual,467.01,467.01,Concorrência,0
556,11542,Saúde,0,Online,854,Único,10931.4,10931.4,Administrativo,1
557,15293,Saúde,0,Telefone,370,Anual,659.94,659.94,Mudança de vida,0
558,11191,Saúde,0,Telefone,383,Anual,1772.32,1772.32,Administrativo,1
559,16313,Vida,0,Online,563,Anual,837.33,837.33,Mudança de vida,0
560,16938,Vida,0,Online,312,Mensal,43.12,517.5,Concorrência,0
561,12681,Saúde,1,Online,430,Mensal,65.72,788.68,Administrativo,0
562,19409,Saúde,1,Online,255,Mensal,77.22,926.68,Concorrência,0
563,11540,Auto,0,Balcão,729,Único,2578.17,2578.17,Insatisfação,1
564,16172,Saúde,1,Balcão,246,Anual,1142.02,1142.02,Pressão,0
565,15541,Auto,1,Balcão,543,Mensal,97.69,1172.31,Pressão,0
566,19580,Vida,1,Telefone,194,Único,6682.88,6682.88,Concorrência,1
567,11365,Vida,1,Balcão,477,Mensal,23.79,285.51,Pressão,0
568,18691,Vida,0,Online,763,Mensal,90.36,1084.33,Administrativo,0
569,19872,Saúde,0,Online,372,Anual,322.54,322.54,Administrativo,0
570,18702,Auto,0,Online,292,Anual,1333.78,1333.78,Administrativo,1
571,17494,Vida,0,Online,562,Mensal,27.24,326.94,Concorrência,0
572,14312,Auto,1,Balcão,345,Mensal,138.52,1662.3,Insatisfação,1
573,11324,Saúde,1,Online,171,Mensal,111.27,1335.25,Administrativo,1
574,19347,Saúde,0,Telefone,169,Mensal,85.96,1031.53,Administrativo,0
575,13141,Saúde,0,Balcão,483,Mensal,77.4,928.75,Insatisfação,0
576,17419,Vida,1,Balcão,610,Mensal,36.99,443.85,Pressão,0
577,13486,Saúde,0,Online,331,Mensal,57.83,693.96,Mudança de vida,0
578,11810,Saúde,0,Telefone,21,Mensal,132.96,1595.58,Concorrência,1
579,16588,Vida,1,Balcão,433,Mensal,137.58,1650.95,Insatisfação,1
580,12923,Saúde,0,Online,82,Mensal,20.1,241.17,Administrativo,0
581,15301,Vida,0,Telefone,597,Anual,1166.85,1166.85,Mudança de vida,0
582,14186,Saúde,0,Balcão,867,Anual,1362.11,1362.11,Pressão,1
583,18905,Saúde,1,Telefone,210,Mensal,100.44,1205.25,Mudança de vida,1
584,15977,Saúde,0,Online,531,Mensal,30.62,367.42,Mudança de vida,0
585,14268,Saúde,0,Online,873,Mensal,48.3,579.65,Mudança de vida,0
586,14748,Vida,0,Online,514,Mensal,52.54,630.53,Concorrência,0
587,14849,Saúde,0,Balcão,747,Mensal,128.12,1537.49,Insatisfação,1
588,19435,Vida,0,Balcão,697,Mensal,80.22,962.59,Concorrência,0
589,13709,Vida,1,Balcão,797,Mensal,83.29,999.45,Pressão,0
590,19273,Auto,0,Balcão,48,Anual,1698.43,1698.43,Pressão,1
591,16619,Vida,1,Balcão,69,Mensal,102.82,1233.85,Pressão,1
592,18647,Saúde,0,Telefone,587,Mensal,136.83,1641.92,Administrativo,1
593,19086,Saúde,0,Telefone,330,Anual,952.15,952.15,Mudança de vida,0
594,19576,Vida,0,Online,444,Mensal,39.43,473.12,Administrativo,0
595,13072,Vida,0,Telefone,645,Mensal,140.89,1690.7,Mudança de vida,1
596,16530,Vida,0,Online,685,Mensal,79.63,955.58,Administrativo,0
597,10504,Auto,0,Balcão,417,Mensal,43.61,523.35,Concorrência,0
598,11214,Saúde,0,Balcão,932,Anual,711.74,711.74,Pressão,0
599,11531,Vida,1,Online,395,Mensal,26.6,319.25,Concorrência,0
600,17576,Saúde,0,Online,680,Mensal,80.88,970.55,Mudança de vida,0
601,10823,Saúde,1,Balcão,578,Mensal,130.91,1570.88,Concorrência,1
602,10928,Vida,1,Online,87,Mensal,141.37,1696.39,Pressão,1
603,15029,Saúde,0,Balcão,203,Anual,1694.86,1694.86,Insatisfação,1
604,10133,Saúde,0,Online,294,Anual,435.36,435.36,Administrativo,0
605,12105,Auto,0,Telefone,536,Mensal,69.67,836.0,Administrativo,0
606,13627,Vida,0,Online,533,Mensal,23.67,284.04,Mudança de vida,0
607,16316,Vida,0,Telefone,622,Mensal,131.17,1574.06,Concorrência,1
608,11852,Vida,1,Telefone,165,Anual,799.66,799.66,Mudança de vida,0
609,14910,Saúde,0,Telefone,349,Mensal,102.05,1224.54,Mudança de vida,1
610,14175,Vida,0,Telefone,134,Mensal,112.94,1355.24,Concorrência,1
611,15348,Saúde,1,Telefone,880,Mensal,75.88,910.56,Mudança de vida,0
612,19442,Auto,0,Online,289,Mensal,59.84,718.05,Mudança de vida,0
613,16190,Auto,1,Balcão,926,Mensal,145.09,1741.05,Concorrência,1
614,11256,Saúde,0,Balcão,915,Mensal,145.38,1744.6,Pressão,1
615,13376,Auto,0,Online,631,Mensal,57.63,691.52,Concorrência,0
616,15645,Saúde,0,Balcão,855,Mensal,82.35,988.22,Pressão,0
617,13486,Saúde,0,Balcão,878,Mensal,146.47,1757.64,Pressão,1
618,13584,Vida,1,Telefone,667,Anual,247.59,247.59,Mudança de vida,0
619,19588,Auto,0,Telefone,737,Mensal,73.65,883.78,Concorrência,0
620,18053,Vida,1,Telefone,919,Mensal,33.06,396.71,Administrativo,0
621,13330,Vida,0,Balcão,683,Anual,1034.29,1034.29,Pressão,0
622,12703,Vida,0,Balcão,137,Mensal,23.21,278.49,Pressão,0
623,18662,Saúde,0,Balcão,323,Anual,874.76,874.76,Concorrência,0
624,18120,Vida,0,Balcão,341,Anual,584.29,584.29,Pressão,0
625,17114,Vida,1,Balcão,159,Mensal,89.33,1071.96,Concorrência,0
626,11353,Vida,0,Balcão,463,Único,15436.33,15436.33,Pressão,1
627,15063,Vida,0,Telefone,45,Mensal,124.07,1488.84,Administrativo,1
628,18549,Saúde,0,Online,694,Mensal,129.93,1559.2,Mudança de vida,1
629,17575,Saúde,0,Balcão,429,Mensal,102.58,1231.01,Concorrência,1
630,10667,Vida,0,Balcão,31,Mensal,25.4,304.83,Concorrência,0
631,14468,Saúde,0,Online,215,Anual,562.6,562.6,Concorrência,0
632,19337,Saúde,1,Balcão,648,Anual,1683.1,1683.1,Pressão,1
633,16819,Vida,0,Telefone,857,Anual,811.14,811.14,Administrativo,0
634,13719,Vida,0,Balcão,966,Único,2982.37,2982.37,Insatisfação,1
635,12745,Auto,0,Balcão,365,Anual,1335.75,1335.75,Pressão,1
636,17483,Saúde,0,Balcão,449,Anual,707.15,707.15,Pressão,0
637,10539,Vida,1,Balcão,738,Mensal,54.95,659.42,Concorrência,0
638,14964,Saúde,0,Online,105,Mensal,149.74,1796.84,Mudança de vida,1
639,14835,Vida,0,Online,938,Mensal,131.56,1578.7,Concorrência,1
640,13775,Saúde,1,Online,950,Anual,876.38,876.38,Concorrência,0
641,16042,Vida,0,Balcão,173,Mensal,147.43,1769.21,Concorrência,1
642,17102,Vida,0,Online,157,Mensal,104.51,1254.18,Administrativo,1
643,17312,Vida,1,Online,539,Mensal,116.46,1397.56,Administrativo,1
644,15320,Auto,1,Telefone,303,Mensal,24.1,289.16,Mudança de vida,0
645,16132,Auto,1,Balcão,204,Mensal,35.81,429.7,Concorrência,0
646,17891,Vida,0,Balcão,672,Mensal,102.3,1227.61,Pressão,1
647,12779,Vida,0,Online,489,Anual,1642.48,1642.48,Concorrência,1
648,10924,Auto,0,Online,886,Mensal,101.09,1213.04,Concorrência,1
649,11581,Vida,0,Balcão,132,Anual,449.08,449.08,Pressão,0
650,17714,Vida,1,Balcão,409,Mensal,35.05,420.59,Concorrência,0
651,13324,Auto,0,Balcão,708,Mensal,129.74,1556.93,Pressão,1
652,15713,Vida,1,Telefone,974,Mensal,38.11,457.31,Concorrência,0
653,17026,Saúde,1,Balcão,461,Mensal,87.63,1051.56,Concorrência,0
654,10255,Auto,0,Telefone,670,Mensal,24.82,297.9,Administrativo,0
655,14804,Vida,0,Online,113,Mensal,30.49,365.84,Mudança de vida,0
656,11838,Vida,1,Telefone,764,Mensal,107.41,1288.86,Concorrência,1
657,10009,Vida,0,Telefone,471,Mensal,109.59,1315.12,Administrativo,1
658,12871,Auto,1,Balcão,752,Mensal,64.39,772.69,Pressão,0
659,18989,Auto,0,Telefone,727,Anual,576.35,576.35,Concorrência,0
660,17409,Auto,0,Balcão,719,Anual,1509.39,1509.39,Pressão,1
661,17418,Vida,0,Telefone,405,Mensal,48.22,578.68,Concorrência,0
662,15124,Auto,1,Online,921,Único,7082.85,7082.85,Administrativo,1
663,11015,Auto,0,Balcão,346,Mensal,145.87,1750.41,Insatisfação,1
664,12193,Saúde,1,Online,608,Anual,470.65,470.65,Concorrência,0
665,18415,Auto,0,Telefone,151,Anual,1707.77,1707.77,Concorrência,1
666,17449,Auto,1,Balcão,326,Anual,525.31,525.31,Insatisfação,0
667,14158,Saúde,1,Online,720,Mensal,93.77,1125.21,Mudança de vida,0
668,13925,Saúde,0,Online,567,Mensal,69.01,828.13,Mudança de vida,0
669,16970,Vida,0,Telefone,809,Mensal,145.44,1745.29,Concorrência,1
670,16938,Vida,1,Balcão,536,Mensal,55.56,666.73,Insatisfação,0
671,14784,Saúde,0,Balcão,565,Mensal,71.96,863.47,Insatisfação,0
672,14000,Vida,1,Balcão,410,Mensal,147.77,1773.26,Pressão,1
673,11633,Auto,0,Online,690,Mensal,89.74,1076.89,Mudança de vida,0
674,17266,Auto,1,Balcão,319,Mensal,85.34,1024.1,Pressão,0
675,18702,Auto,1,Telefone,504,Anual,642.13,642.13,Administrativo,0
676,10384,Vida,1,Balcão,565,Anual,1334.13,1334.13,Insatisfação,1
677,10404,Vida,0,Online,619,Único,897.68,897.68,Mudança de vida,0
678,18175,Vida,0,Balcão,782,Mensal,26.44,317.24,Pressão,0
679,12000,Saúde,0,Balcão,118,Anual,1175.0,1175.0,Concorrência,0
680,19860,Auto,0,Balcão,804,Anual,773.01,773.01,Pressão,0
681,15989,Auto,0,Balcão,381,Mensal,143.93,1727.17,Concorrência,1
682,11460,Saúde,0,Online,864,Mensal,137.41,1648.98,Mudança de vida,1
683,17190,Auto,1,Telefone,625,Único,12737.41,12737.41,Administrativo,1
684,17140,Auto,0,Online,777,Mensal,126.36,1516.31,Administrativo,1
685,13636,Vida,0,Telefone,900,Mensal,106.75,1281.04,Concorrência,1
686,14809,Auto,1,Telefone,215,Mensal,36.33,435.91,Mudança de vida,0
687,14178,Vida,0,Online,856,Mensal,119.52,1434.25,Mudança de vida,1
688,17245,Vida,0,Telefone,52,Anual,567.9,567.9,Concorrência,0
689,16600,Saúde,1,Online,874,Anual,744.57,744.57,Concorrência,0
690,15997,Vida,1,Balcão,254,Mensal,126.5,1518.01,Pressão,1
691,12048,Saúde,0,Online,296,Mensal,89.75,1076.98,Mudança de vida,0
692,14780,Saúde,0,Balcão,364,Mensal,131.79,1581.51,Insatisfação,1
693,10716,Saúde,1,Online,794,Mensal,47.69,572.34,Concorrência,0
694,17939,Vida,0,Online,485,Mensal,99.01,1188.13,Mudança de vida,0
695,15565,Saúde,0,Balcão,92,Anual,370.71,370.71,Pressão,0
696,14544,Saúde,0,Balcão,119,Mensal,103.6,1243.18,Concorrência,1
697,14976,Saúde,0,Telefone,959,Mensal,119.13,1429.55,Concorrência,1
698,13419,Saúde,0,Online,199,Anual,1152.49,1152.49,Administrativo,0
699,17239,Vida,0,Balcão,992,Mensal,54.61,655.32,Insatisfação,0
700,19766,Saúde,1,Online,809,Anual,288.89,288.89,Mudança de vida,0
701,10249,Vida,1,Online,945,Anual,426.34,426.34,Mudança de vida,0
702,18865,Saúde,0,Online,918,Anual,1210.79,1210.79,Mudança de vida,1
703,10770,Auto,1,Telefone,260,Mensal,141.47,1697.7,Administrativo,1
704,14363,Saúde,1,Online,733,Mensal,46.85,562.19,Concorrência,0
705,11077,Saúde,0,Balcão,300,Mensal,115.55,1386.64,Pressão,1
706,18427,Auto,0,Telefone,654,Mensal,132.64,1591.66,Administrativo,1
